reference						Dissection Angular gyrus AnG	Dissection Anterior cingulate cortex ACC	Dissection Dorsolateral prefrontal cortex DFC	Dissection Primary auditory cortexA1	Dissection Primary somatosensory cortex S1	Dissection Primary visual cortexV1	Human Multiple Cortical Areas SMART-seq	Single-nucleus transcriptome data from the dlPFC	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	whole cortex
UCLA-ASD 1203496	UCLA-ASD	None	toddler	ASD	family	1.0	1.0	1.0	1.0	1.0	1.0	0.9899116058274676	1.0	1.0	1.0	0.9900822654643252
UCLA-ASD 1203496	UCLA-ASD	None	toddler	ASD	subclass	0.9894117647058824	1.0	1.0	1.0	1.0	0.9948571428571428	0.8389473684210526	1.0	1.0	0.9948571428571428	0.9794117647058824
UCLA-ASD 1203498	UCLA-ASD	None	adolescent	ASD	class	0.9109431261770246	0.9026314378653362	0.8430326078253444	0.905425730994152	0.9200222222222224	0.912831746031746	0.7464687208216619	0.9642593489373152	0.9100177530426964	0.9113875706214692	0.954249230040275
UCLA-ASD 1203498	UCLA-ASD	None	adolescent	ASD	family	0.989941787941788	0.9797474747474748	0.941124903213318	0.989941787941788	0.989941787941788	0.989941787941788	1.0	1.0	0.97991536991537	0.97991536991537	0.98997113997114
UCLA-ASD 1203498	UCLA-ASD	None	adolescent	ASD	subclass	0.915476459510358	0.9061431261770244	0.8508389724310778	0.9060701754385966	0.9105555555555556	0.9202222222222224	0.7565639589169001	0.9606403013182674	0.915476459510358	0.915476459510358	0.9501709401709404
UCLA-ASD 1203499	UCLA-ASD	None	infant	ASD	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
UCLA-ASD 1203499	UCLA-ASD	None	infant	ASD	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
UCLA-ASD 1203499	UCLA-ASD	None	infant	ASD	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
UCLA-ASD 1203500	UCLA-ASD	None	late adult	ASD	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
UCLA-ASD 1203500	UCLA-ASD	None	late adult	ASD	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
UCLA-ASD 1203500	UCLA-ASD	None	late adult	ASD	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
UCLA-ASD 1203501	UCLA-ASD	None	adult	control	class	0.9687494736842104	0.9691138461538462	0.9431229029616126	0.9800317703349284	0.9799037475753264	0.9636285633001422	0.8998086124401914	0.9799037475753264	0.9799037475753264	0.97491085995086	0.9900951351351353
UCLA-ASD 1203501	UCLA-ASD	None	adult	control	family	0.9803163080114078	0.970401966454598	0.9708299172092276	0.9803163080114078	0.9900975411501728	0.9803163080114078	1.0	0.9900975411501728	0.9900975411501728	0.9803163080114078	0.9900975411501728
UCLA-ASD 1203501	UCLA-ASD	None	adult	control	subclass	0.9674493927125504	0.9676923076923076	0.9317264756395192	0.968731443994602	0.9687248787248788	0.9483284823284822	0.8853846153846153	0.9687248787248788	0.9687248787248788	0.9636105336105336	0.9700069300069302
UCLA-ASD 1203502	UCLA-ASD	None	adult	control	class	0.881219512195122	0.908566844919786	0.840783116883117	0.9246666666666666	0.9341758241758242	0.9261666666666668	0.6261543859649122	0.9184719101123596	0.8929277845777233	0.853962962962963	0.8924724986904138
UCLA-ASD 1203502	UCLA-ASD	None	adult	control	family	1.0	0.9900270078180526	0.9225211647934608	0.9900270078180526	1.0	1.0	0.9899698058950396	0.9900270078180526	0.9900270078180526	0.9900270078180526	1.0
UCLA-ASD 1203502	UCLA-ASD	None	adult	control	subclass	0.911219512195122	0.9272727272727272	0.8527727272727273	0.9386666666666668	0.9441758241758242	0.9386666666666668	0.6493734335839599	0.9324719101123596	0.9153488372093024	0.8829629629629631	0.8730522088353415
UCLA-ASD 1203503	UCLA-ASD	None	adult	ASD	class	0.9683982683982684	0.968135198135198	0.947922077922078	0.9683982683982684	0.972943722943723	0.9683982683982684	0.6782740870240871	0.9796103896103896	0.952885198135198	0.952885198135198	0.9783982683982684
UCLA-ASD 1203503	UCLA-ASD	None	adult	ASD	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UCLA-ASD 1203503	UCLA-ASD	None	adult	ASD	subclass	0.912061105143812	0.9258697175840034	0.8915849146676212	0.926061105143812	0.938273226355933	0.926061105143812	0.6641197175840032	0.959273226355933	0.94828638425067	0.94828638425067	0.9487277718104786
UCLA-ASD 1203504	UCLA-ASD	None	adult	ASD	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
UCLA-ASD 1203504	UCLA-ASD	None	adult	ASD	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
UCLA-ASD 1203504	UCLA-ASD	None	adult	ASD	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
UCLA-ASD 1203505	UCLA-ASD	None	adult	ASD	class	0.9447705100384765	0.9189988876529478	0.8816022894560893	0.9354028285396472	0.9354028285396472	0.8816022894560893	0.8433148303309593	0.8606885428253616	0.8759934017595308	0.8597434017595308	0.853413116124403
UCLA-ASD 1203505	UCLA-ASD	None	adult	ASD	family	0.990033304551622	0.990033304551622	0.990033304551622	0.990033304551622	0.990033304551622	0.990033304551622	1.0	0.9803432930705658	1.0	1.0	0.93840625
UCLA-ASD 1203505	UCLA-ASD	None	adult	ASD	subclass	0.9436983194143724	0.9136409827431295	0.8733904181073993	0.9243306379155436	0.9243306379155436	0.8833872416891285	0.8537037037037039	0.75583857442348	0.8937037037037038	0.8787037037037038	0.8135770227363966
lau GSM4775561	lau	male	late adult	AD	class	0.9305088622069756	0.9233100233100234	0.8936699134199136	0.944121212121212	0.9181588999236058	0.9422069754145228	0.944121212121212	0.948074074074074	0.9323761423761424	0.9305088622069756	0.9044318181818182
lau GSM4775561	lau	male	late adult	AD	family	0.884894827119256	0.8735708928752408	0.8388855996944232	0.9069783549783548	0.8741926363021697	0.8965929403268033	0.9069783549783548	0.9169312169312168	0.8864199134199134	0.884894827119256	0.8388855996944232
lau GSM4775561	lau	male	late adult	AD	subclass	0.9305088622069756	0.9233100233100234	0.8936699134199134	0.944121212121212	0.9181492081228692	0.9422069754145228	0.944121212121212	0.923074074074074	0.932366450575406	0.9202058319039452	0.8991686602870814
lau GSM4775562	lau	male	late adult	AD	class	0.9428571428571428	0.9255764218730972	0.944110589462702	0.936231884057971	0.9492957746478874	0.936231884057971	0.94984126984127	0.94984126984127	0.9444681884409908	0.9323152709359606	0.9492957746478874
lau GSM4775562	lau	male	late adult	AD	family	0.8977591036414566	0.887105670465738	0.8990125502470159	0.887105670465738	0.9083056756379864	0.887105670465738	0.9088667496886674	0.9088667496886674	0.9076681884409908	0.887200582807188	0.9083056756379864
lau GSM4775562	lau	male	late adult	AD	subclass	0.9428571428571428	0.925584265010352	0.944110589462702	0.936231884057971	0.9492957746478874	0.936231884057971	0.94984126984127	0.94984126984127	0.9444681884409908	0.9323152709359606	0.9492957746478874
lau GSM4775563	lau	female	late adult	AD	class	0.8686886446886447	0.877968253968254	0.8090368975287008	0.848	0.8525926616915424	0.8432080419580419	0.8774458653026429	0.8377412783295136	0.8488647670737223	0.8533333333333333	0.8219802687090284
lau GSM4775563	lau	female	late adult	AD	family	0.8230903010033446	0.824937728937729	0.8131433334656453	0.7964675324675323	0.8239094827586206	0.7964675324675323	0.8255064935064935	0.8054921889704499	0.796328207778783	0.7964675324675323	0.8244011185946669
lau GSM4775563	lau	female	late adult	AD	subclass	0.8682600732600733	0.8775396825396825	0.8090341984733701	0.8479077238550923	0.8525902014652016	0.8428846086346087	0.8774256254225828	0.7987026000819105	0.8487724909288147	0.8532410571884256	0.8102116107844695
lau GSM4775564	lau	male	late adult	AD	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lau GSM4775564	lau	male	late adult	AD	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lau GSM4775564	lau	male	late adult	AD	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lau GSM4775565	lau	male	late adult	AD	class	0.9078600149935256	0.8978510396420843	0.8851933483268588	0.8978510396420843	0.9078600149935256	0.8978510396420843	0.8978510396420843	0.87230445943797	0.9078600149935256	0.9078600149935256	0.87230445943797
lau GSM4775565	lau	male	late adult	AD	family	0.908806893504198	0.898797918152757	0.8704967283340395	0.898797918152757	0.908806893504198	0.898797918152757	0.898797918152757	0.908806893504198	0.908806893504198	0.908806893504198	0.908806893504198
lau GSM4775565	lau	male	late adult	AD	subclass	0.902317551870544	0.8923085765191029	0.885206440759433	0.8923085765191029	0.902317551870544	0.8923085765191029	0.8923085765191029	0.8667619963149885	0.902317551870544	0.902317551870544	0.8667619963149885
lau GSM4775566	lau	male	late adult	AD	class	0.952384433394251	0.9462712657580796	0.9462712657580796	0.9618793828892004	0.9462712657580796	0.9462712657580796	0.9568288778386954	0.9618793828892004	0.9462712657580796	0.935724991854024	0.9500745156482862
lau GSM4775566	lau	male	late adult	AD	family	0.9290098176718092	0.9185248359426844	0.9185248359426844	0.9290098176718092	0.9185248359426844	0.9185248359426844	0.9191100940757692	0.9290098176718092	0.9185248359426844	0.9079785620386288	0.9085360541098244
lau GSM4775566	lau	male	late adult	AD	subclass	0.9522736481221754	0.9461604804860042	0.9461604804860042	0.9618793828892004	0.9461604804860042	0.9461604804860042	0.95671809256662	0.9218793828892003	0.9461604804860042	0.9356142065819484	0.9500745156482862
lau GSM4775567	lau	female	late adult	AD	class	0.9068134634838018	0.9068134634838018	0.8906139884212173	0.9068134634838018	0.9068134634838018	0.9126400763870276	0.9126400763870276	0.895732115274284	0.9126400763870276	0.9081491196975068	0.9126400763870276
lau GSM4775567	lau	female	late adult	AD	family	0.8721634697993252	0.8721634697993252	0.8721664589392052	0.8721634697993252	0.8721634697993252	0.881649532047646	0.881649532047646	0.8610821215898075	0.881649532047646	0.8809041293936929	0.881649532047646
lau GSM4775567	lau	female	late adult	AD	subclass	0.9068308800295202	0.9068308800295202	0.8906813284885574	0.9068308800295202	0.9068308800295202	0.912657492932746	0.912657492932746	0.8614638175342881	0.912657492932746	0.9081665362432252	0.912657492932746
lau GSM4775568	lau	male	late adult	AD	class	0.9314238952536826	0.936282194848824	0.9246439988375472	0.9263361759554368	0.9230028426221036	0.9263361759554368	0.9365251839275608	0.9311944755505784	0.9263361759554368	0.9263361759554368	0.9246439988375472
lau GSM4775568	lau	male	late adult	AD	family	0.9000806116715929	0.9009880772017652	0.8817868559804043	0.890357011409643	0.9000806116715929	0.8904448742746616	0.9004448742746615	0.8912804399057345	0.890357011409643	0.8904448742746616	0.8817868559804043
lau GSM4775568	lau	male	late adult	AD	subclass	0.9314238952536824	0.936282194848824	0.9246439988375472	0.926307616183915	0.9229742828505816	0.926307616183915	0.936496624156039	0.9211659157790568	0.926307616183915	0.926307616183915	0.9246439988375472
lau GSM4775569	lau	female	late adult	AD	class	0.8998612440191387	0.9103711890945932	0.8963257345491387	0.8806272893772893	0.9026295518207283	0.8894573593073593	0.8942741965937843	0.876274707996406	0.8767711890945934	0.8859388729550021	0.8729685916919958
lau GSM4775569	lau	female	late adult	AD	family	0.8502569659442725	0.860766911019727	0.860766911019727	0.8808010613884107	0.8808010613884107	0.8808010613884107	0.8711659451659451	0.8808010613884107	0.860766911019727	0.8506733826313722	0.860766911019727
lau GSM4775569	lau	female	late adult	AD	subclass	0.8998612440191387	0.9103711890945934	0.8963257345491388	0.8805119047619049	0.9023580586080588	0.8889520961494646	0.8941588119783996	0.8505328106852497	0.8762659259366987	0.8858234883396174	0.8729685916919959
lau GSM4775570	lau	female	late adult	AD	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lau GSM4775570	lau	female	late adult	AD	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lau GSM4775570	lau	female	late adult	AD	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lau GSM4775571	lau	male	late adult	AD	class	0.973015873015873	0.9629637096774194	0.953362075356684	0.973015873015873	0.973015873015873	0.9634142386951376	0.9736938202247192	0.973015873015873	0.9636286837482924	0.9636286837482924	0.97875
lau GSM4775571	lau	male	late adult	AD	family	0.949206349206349	0.9391541858678956	0.9391541858678956	0.949206349206349	0.949206349206349	0.949206349206349	0.9495743091859598	0.949206349206349	0.939657774108134	0.939657774108134	0.9595192307692308
lau GSM4775571	lau	male	late adult	AD	subclass	0.962985707103354	0.9529335437649004	0.9432900500037598	0.9530158730158732	0.9530158730158732	0.9533422133422134	0.9636217948717948	0.912985707103354	0.953556658395368	0.953556658395368	0.9687198340874812
lau GSM4775572	lau	male	late adult	AD	class	0.8512919896640827	0.8544187044187045	0.7745396825396825	0.8445963496703535	0.8278786181139123	0.8497576399929342	0.8556843607583646	0.781242712178983	0.834037676085688	0.8445963496703535	0.7621067821067821
lau GSM4775572	lau	male	late adult	AD	family	0.7778731862452792	0.7784552726324878	0.684991789819376	0.7671241643334666	0.7677882022007115	0.7763388365741306	0.7834485390578414	0.7293049119555144	0.756670149773598	0.7671241643334666	0.6956700004975868
lau GSM4775572	lau	male	late adult	AD	subclass	0.8512919896640827	0.8544187044187045	0.7745396825396825	0.8442020844373787	0.8278786181139123	0.8497576399929342	0.8552900955253897	0.7754638315613928	0.8336434108527132	0.8442020844373787	0.7621067821067821
lau GSM4775573	lau	male	late adult	Control	class	0.8590500641848524	0.8590500641848524	0.8468820512820514	0.8590500641848524	0.8413260594904406	0.8590500641848524	0.8664641019358001	0.8414580413297394	0.8403321154669037	0.8744627699344681	0.8656
lau GSM4775573	lau	male	late adult	Control	family	0.7857970521366596	0.7857970521366596	0.7865411764705883	0.7857970521366596	0.7747753774680604	0.7857970521366596	0.7888742964352722	0.7642954055587069	0.7857970521366596	0.8108495520543713	0.7865411764705883
lau GSM4775573	lau	male	late adult	Control	subclass	0.8590500641848524	0.8590500641848524	0.8468768615692155	0.8590500641848524	0.8412030078087342	0.8590500641848524	0.8663410502540938	0.7913349896480333	0.8403269257540679	0.8743397182527617	0.8656
lau GSM4775574	lau	male	late adult	Control	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lau GSM4775574	lau	male	late adult	Control	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lau GSM4775574	lau	male	late adult	Control	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lau GSM4775575	lau	male	late adult	Control	class	0.8777099696066926	0.8777099696066926	0.8621419586702604	0.8777099696066926	0.8777099696066926	0.8777099696066926	0.8631645150612379	0.853164515061238	0.8777099696066926	0.8711645150612379	0.853164515061238
lau GSM4775575	lau	male	late adult	Control	family	0.8261333333333334	0.8261333333333334	0.8261333333333334	0.8261333333333334	0.8261333333333334	0.8261333333333334	0.8261333333333334	0.8261333333333334	0.8261333333333334	0.8261333333333334	0.8261333333333334
lau GSM4775575	lau	male	late adult	Control	subclass	0.8777584871269082	0.8777584871269082	0.8621904761904762	0.8777584871269082	0.8777584871269082	0.8777584871269082	0.8632130325814537	0.8046300366300366	0.8777584871269082	0.8712130325814536	0.8473650793650793
lau GSM4775576	lau	male	late adult	Control	class	0.9512466698764244	0.9302574225645964	0.901793103448276	0.9461720430107526	0.9355805243445692	0.9461720430107526	0.9260377073906486	0.9417984166371264	0.9461720430107526	0.9409412737799836	0.9408182166092612
lau GSM4775576	lau	male	late adult	Control	family	0.930939975500204	0.9099507281883764	0.8823645320197044	0.9209925558312656	0.9107786595427044	0.9209925558312656	0.9205115222330412	0.9208009153318076	0.9209925558312656	0.910999000999001	0.9205115222330412
lau GSM4775576	lau	male	late adult	Control	subclass	0.9528387096774192	0.9318494623655914	0.9033804050355774	0.9477593445980542	0.9371678259318708	0.9477593445980542	0.9307435897435896	0.9300523848910944	0.9477593445980542	0.942516129032258	0.9424102564102564
lau GSM4775577	lau	female	late adult	Control	class	0.914639818491208	0.914639818491208	0.8937444804239035	0.914639818491208	0.914639818491208	0.914639818491208	0.914639818491208	0.914639818491208	0.914639818491208	0.914639818491208	0.9078466838931956
lau GSM4775577	lau	female	late adult	Control	family	0.8609064851578748	0.8609064851578748	0.8301547368341597	0.8609064851578748	0.8609064851578748	0.8609064851578748	0.8609064851578748	0.8609064851578748	0.8609064851578748	0.8609064851578748	0.8507414207353008
lau GSM4775577	lau	female	late adult	Control	subclass	0.9047290046673508	0.9047290046673508	0.8838336666000461	0.9047290046673508	0.9047290046673508	0.9047290046673508	0.9047290046673508	0.9047290046673508	0.9047290046673508	0.9047290046673508	0.8979358700693382
lau GSM4775578	lau	female	late adult	Control	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lau GSM4775578	lau	female	late adult	Control	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lau GSM4775578	lau	female	late adult	Control	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lau GSM4775579	lau	male	late adult	Control	class	0.8889752012882448	0.87898197242842	0.7365703989703991	0.8749333333333333	0.8577904761904762	0.8817904761904762	0.8436392156862746	0.8565868725868725	0.8749333333333333	0.892595670995671	0.8317594492560515
lau GSM4775579	lau	male	late adult	Control	family	0.8178378076686945	0.8158240776915778	0.6313513513513515	0.8074779188271053	0.7767800453514739	0.8178758975458149	0.7777391304347827	0.8084643392589419	0.8074779188271053	0.828574780058651	0.7545516061187967
lau GSM4775579	lau	male	late adult	Control	subclass	0.8889067328197763	0.87898197242842	0.7365019305019306	0.8748648648648648	0.8577220077220076	0.8817220077220077	0.843570747217806	0.8565868725868726	0.8748648648648648	0.8925272025272025	0.831690980787583
lau GSM4775580	lau	male	late adult	Control	class	0.9478458049886622	0.9478458049886622	0.9347916666666668	0.9578193701723114	0.9381931633206728	0.9527400050929462	0.9578193701723114	0.9478458049886622	0.9478458049886622	0.9578193701723114	0.9287916666666668
lau GSM4775580	lau	male	late adult	Control	family	0.9199886621315192	0.9199886621315192	0.890473484848485	0.9299622273151684	0.91033602046353	0.9200025513819986	0.9299622273151684	0.9199886621315192	0.9199886621315192	0.9299622273151684	0.900934523809524
lau GSM4775580	lau	male	late adult	Control	subclass	0.9478458049886622	0.9478458049886622	0.9347916666666668	0.9578193701723114	0.9381931633206728	0.9527082590612004	0.9578193701723114	0.8778458049886622	0.9478458049886622	0.9578193701723114	0.9097007575757576
lau GSM4775581	lau	female	late adult	Control	class	0.8721192810457515	0.8721192810457515	0.8441691919191919	0.8929803921568628	0.8721192810457515	0.8791099033816424	0.8949060794278185	0.8721192810457515	0.8721192810457515	0.8721192810457515	0.8528241626794258
lau GSM4775581	lau	female	late adult	Control	family	0.8246986506746626	0.8246986506746626	0.7932971342383108	0.8246986506746626	0.8246986506746626	0.8354782608695652	0.8259140103780578	0.8246986506746626	0.8246986506746626	0.8246986506746626	0.8121731601731602
lau GSM4775581	lau	female	late adult	Control	subclass	0.8721633986928105	0.8721633986928105	0.8442133095662507	0.8929803921568628	0.8721633986928105	0.8791540210287013	0.8948940914158305	0.8499411764705883	0.8721633986928105	0.8721633986928105	0.8436577540106953
lim C5227Cin	lim	male	late adult	Control	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lim C5227Cin	lim	male	late adult	Control	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lim C5227Cin	lim	male	late adult	Control	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lim C5382Cin	lim	male	late adult	Control	class	0.871901455026455	0.9240556500377928	0.7504527569314154	0.8929197239692522	0.9008487654320988	0.9114737654320988	0.9401444892473118	0.8700509559884559	0.903780410312273	0.8649475524475525	0.7245485249517506
lim C5382Cin	lim	male	late adult	Control	family	0.8997155049786629	0.9357226399331662	0.8380746687609989	0.9100688298918388	0.8938864044643199	0.9134531845943996	0.9588578901482128	0.8804834054834055	0.9245881588502848	0.8858679634541703	0.7079499447920501
lim C5382Cin	lim	male	late adult	Control	subclass	0.8316178902116401	0.8837720852229781	0.7120325769997108	0.8526361591544376	0.8583864680131312	0.871190200617284	0.8998609244324971	0.7884746228036669	0.8509015295933188	0.8224337192627633	0.658559070857458
lim C5404Cin	lim	female	late adult	Control	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lim C5404Cin	lim	female	late adult	Control	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lim C5404Cin	lim	female	late adult	Control	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lim C5596Cin	lim	male	late adult	Control	class	0.6753957161366887	0.6193593283268785	0.6628153455739663	0.6561260336527874	0.6246695164214626	0.6883210180623973	0.6095946467997285	0.6549407288692818	0.6273118358417813	0.6249831820572185	0.6034302597917343
lim C5596Cin	lim	male	late adult	Control	family	0.7924731717835165	0.7598397770811565	0.744284107946027	0.7766736769220135	0.7565489289627221	0.7833529055905484	0.7824745410952308	0.7582951656428936	0.7422794458344918	0.7422794458344918	0.7387747969644521
lim C5596Cin	lim	male	late adult	Control	subclass	0.6645482588282513	0.5779696289113532	0.6253520425934219	0.6289044685001879	0.6192613982907291	0.6807887993232821	0.6108220273374537	0.6035495366936432	0.6226643088712054	0.6128831417624521	0.5940668922833013
lim C5700Cin	lim	male	late adult	Control	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lim C5700Cin	lim	male	late adult	Control	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lim C5700Cin	lim	male	late adult	Control	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lim H4161Cin	lim	male	late adult	HD	class	0.6612484550773471	0.6745621937915435	0.5823084591200534	0.7083479960899316	0.646163524424394	0.6775756388799867	0.6278617475781937	0.7071464441029659	0.6947238980190925	0.6801079483176671	0.6705101600883115
lim H4161Cin	lim	male	late adult	HD	family	0.7857175630547011	0.7857175630547011	0.6705681272424217	0.7844431087067832	0.764102564102564	0.8051152994931106	0.7942188657195078	0.8068561872909699	0.8253968253968254	0.8051152994931106	0.7471014492753623
lim H4161Cin	lim	male	late adult	HD	subclass	0.5673037524369923	0.5750964421518788	0.5235322916482337	0.636625515671799	0.5522188217840391	0.5836309362396319	0.598716500890414	0.6291156182460531	0.6390197242371155	0.6073813947726991	0.5780902926211849
lim H5109Cin	lim	male	late adult	HD	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lim H5109Cin	lim	male	late adult	HD	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lim H5109Cin	lim	male	late adult	HD	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lim H5263Cin	lim	female	late adult	HD	class	0.6336936634389945	0.5836883116883117	0.6218357487922705	0.5836883116883117	0.5928080808080808	0.6938333324148929	0.5892641635778889	0.5642543704464609	0.6157756756214301	0.6238648615535408	0.6059069325735992
lim H5263Cin	lim	female	late adult	HD	family	0.6118084066471163	0.5856363636363636	0.5800341880341882	0.5856363636363636	0.5742918843608499	0.7038411910669976	0.6186040177051413	0.5804057971014492	0.6049911378943638	0.6228838383838384	0.5630052910052911
lim H5263Cin	lim	female	late adult	HD	subclass	0.5890212987666299	0.5391428571428573	0.567391304347826	0.5391428571428573	0.5383636363636364	0.6485824104973041	0.5745586962057551	0.5190034485288723	0.5703978435769315	0.5793194070080863	0.5605291005291005
lim H5286Cin	lim	female	late adult	HD	class	0.7232495370806263	0.7185847743987278	0.6894024185599157	0.7033325733394133	0.6801412755677316	0.6977969978510812	0.6814078121012836	0.7526982707215266	0.7330490493822024	0.7526982707215266	0.6752383453126511
lim H5286Cin	lim	female	late adult	HD	family	0.7656982634716428	0.7566178897651309	0.7363417692658459	0.7566178897651309	0.746759837556473	0.795196147521729	0.7772868217054263	0.804877395593689	0.7784557525519994	0.804877395593689	0.746326348070534
lim H5286Cin	lim	female	late adult	HD	subclass	0.6455149501661128	0.6151886872817105	0.5969502438915988	0.6108803986710962	0.5956276659623229	0.6095341699992863	0.6320456184989602	0.6482174801942243	0.6232217395008093	0.6482174801942243	0.5996180821762217
lim H5493Cin	lim	female	late adult	HD	class	0.8854425424673359	0.8695664560286454	0.7332889332889333	0.8899080134374252	0.8854111777557201	0.8850589225589226	0.8842231842231842	0.7965423465423465	0.8671045610936321	0.8260813260813261	0.7687064899186112
lim H5493Cin	lim	female	late adult	HD	family	0.9465709728867624	0.9114346635569044	0.8711014194885163	0.9285033432920756	0.9364659881547928	0.9119314355677992	0.8908450704225351	0.8395493395493395	0.9324079800270276	0.8698875494502071	0.8447344255956696
lim H5493Cin	lim	female	late adult	HD	subclass	0.8646356220824306	0.84919590949835	0.6870327203660536	0.8787665940208313	0.8650406312254246	0.8638829240839699	0.8627109359472181	0.7240503677662148	0.8467340145633366	0.8052059052059053	0.7376493867303605
lim H5575Cin	lim	male	late adult	HD	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lim H5575Cin	lim	male	late adult	HD	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lim H5575Cin	lim	male	late adult	HD	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
lim H5608Cin	lim	male	late adult	HD	class	0.7599764220453876	0.773661709854589	0.7621057464909123	0.7756918636088806	0.7873560241376335	0.775762597472718	0.7413595653858864	0.7863019431844777	0.7785100042571307	0.7634313272104133	0.7498678418218647
lim H5608Cin	lim	male	late adult	HD	family	0.8078672081663886	0.83313337719468	0.8036091018685956	0.8232878311993365	0.8315815018471886	0.83313337719468	0.8133371593967843	0.8232878311993365	0.8216391243211167	0.8232878311993365	0.7863462208289794
lim H5608Cin	lim	male	late adult	HD	subclass	0.6997514618204274	0.700987093620718	0.669507006843511	0.714853176452318	0.7096289890582399	0.7195216114655806	0.7110613105914867	0.725463256027915	0.7222690182499933	0.694418949121539	0.6764767007335378
nagy B1	nagy	male	late adult	None	class	0.9404193560078152	0.9404193560078152	0.9022084444764856	0.936426116838488	0.9349210742208736	0.9315501068078388	0.7674946559515112	0.9395761741122564	0.9315238026578232	0.9055511498810468	0.9297449440001876
nagy B1	nagy	male	late adult	None	family	1.0	1.0	0.9394160710713768	1.0	0.9898810467882632	1.0	0.989517368179132	1.0	1.0	0.9898810467882632	0.9552851808113372
nagy B1	nagy	male	late adult	None	subclass	0.8817546530132153	0.8817546530132153	0.848943839665489	0.8762886597938144	0.8748818007795383	0.8765672889384231	0.7300376112779717	0.8760022909507444	0.8705933242015715	0.8584192439862541	0.8737765138049531
nagy B2	nagy	male	late adult	None	class	0.8674882756132756	0.8769256756756757	0.8462720022002199	0.8474520648967552	0.8586730480480479	0.8769256756756757	0.7709858197358196	0.9075067421790722	0.8781433472294599	0.8328361191860464	0.8479693486590038
nagy B2	nagy	male	late adult	None	family	0.978573585231194	0.978573585231194	0.8676215277777778	0.9573164682539682	0.9578881392637016	0.978573585231194	0.978573585231194	0.978573585231194	0.9681348492634464	0.9681348492634464	0.8842516447368421
nagy B2	nagy	male	late adult	None	subclass	0.7987932206682206	0.8040143508893509	0.7448884551916731	0.7745407401104304	0.7874978343728344	0.8040143508893509	0.7343992812742813	0.8109843062816364	0.7928051218583397	0.7626702724358974	0.7845886752136751
nagy B3	nagy	male	late adult	None	class	0.9005287395466325	0.8621285015099449	0.8055593944361533	0.853625884451996	0.8433880399924544	0.8748424971363116	0.8146412504813348	0.9000870120715482	0.867804751875254	0.8764585980291002	0.8244876963498425
nagy B3	nagy	male	late adult	None	family	0.9094214812092608	0.9381443298969072	0.772626792684845	0.9477894720037038	0.9094214812092608	0.9687820222028284	0.968123855023528	0.9369331305278574	0.968123855023528	0.968123855023528	0.8355707742285413
