reference								Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	Single-cell RNA-seq for all cortical  hippocampal regions 10x	Single-cell RNA-seq for all cortical  hippocampal regions 10x	Single-cell RNA-seq for all cortical  hippocampal regions 10x	Single-cell RNA-seq for all cortical  hippocampal regions 10x	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	whole cortex	whole cortex	whole cortex	whole cortex
GSE247339.1 1051958	GSE247339.1	male	10 weeks	None	C57BL/6J (B6)	TBI	subclass	nan	nan	nan	nan	nan	nan	nan	nan	0.7253931605193926	nan	nan	nan	nan	nan	nan	0.85736104261965	nan	nan
GSE247339.1 1051959	GSE247339.1	male	10 weeks	None	C57BL/6J (B6)	T4	class	0.4186895443111338	0.7320925914118839	0.5457828846566443	0.7833681959692286	0.7611492308191814	0.7784562100317572	nan	0.798336313543864	0.8340798743964836	0.7982460715170281	0.828961612502958	0.7236981647035289	0.5962085998617614	0.6791581674344782	0.8216808112550256	0.8458020200242483	0.7883666232133018	0.8417205721651982
GSE247339.1 1051959	GSE247339.1	male	10 weeks	None	C57BL/6J (B6)	T4	family	0.4792413198463152	0.8476218201732115	0.6266033435202055	0.9208572085356418	0.9314279136722574	0.9436355617405024	nan	0.9304295726128476	0.9634636409285025	0.9280650497759582	0.958702104676895	0.9230098702615164	0.8290501755217985	0.839241089564074	0.9531919169902586	0.9744430814378628	0.9193807572771846	0.9788145630672392
GSE247339.1 1051959	GSE247339.1	male	10 weeks	None	C57BL/6J (B6)	T4	global	0.4143100777527205	0.7977297139574633	0.5647173631277127	0.8825665362855625	0.8957948521025964	0.9116071866573724	nan	0.8950474243257436	0.9393947016602916	0.8975940798237202	0.9321733454490714	0.8856661441953971	0.7935201684127394	0.788584957442088	0.9254964411828364	0.9559174262019438	0.8928631300625532	0.9764627727378012
GSE247339.1 1051959	GSE247339.1	male	10 weeks	None	C57BL/6J (B6)	T4	subclass	0.314416401126622	0.7308939651054208	0.4173141772798249	0.7755731527601264	0.6952097948699686	0.6995172928748078	nan	0.6646750277336593	0.6746969968268585	0.6593118692324252	0.6692152301857119	0.6352887627096193	0.5263240767445562	0.5486936635347749	0.7172740729959852	0.8026357180996824	0.6696560180858468	0.8021238488121251
GSE247339.1 1051960	GSE247339.1	male	10 weeks	None	C57BL/6J (B6)	T4	class	0.3682472700629892	nan	0.5396283448308014	0.7868739672486056	0.6927751276035106	0.7132010730586751	nan	0.7182838149098473	nan	0.7206440497175822	0.7787456757301117	0.6276028631853101	0.4934054710381764	0.5982189873015006	0.7482969370962841	nan	0.7114775257679992	0.8220955006524624
GSE247339.1 1051960	GSE247339.1	male	10 weeks	None	C57BL/6J (B6)	T4	family	0.3952797394560263	nan	0.6015771851538089	0.900187378910054	0.9137312348676246	0.9200272688868448	nan	0.8978707373038279	nan	0.89221614548248	0.9472444116415032	0.8948379781553226	0.7803440923563041	0.8247064268444075	0.9271475392728578	nan	0.8801294498527268	0.973295510787894
GSE247339.1 1051960	GSE247339.1	male	10 weeks	None	C57BL/6J (B6)	T4	global	0.3184319392216216	nan	0.5294737953796829	0.8537952970285955	0.8702953300804326	0.8785449847048337	nan	0.8510605839971225	nan	0.8504143223366932	0.9146011842790472	0.847473159201027	0.7374571333869501	0.7662140711895762	0.8878476374311722	nan	0.8444348367310954	0.9731087338186004
GSE247339.1 1051960	GSE247339.1	male	10 weeks	None	C57BL/6J (B6)	T4	subclass	0.241264037440761	nan	0.3505132334419066	0.75228456935507	0.5587158494322555	0.5542783689700733	nan	0.5196983474556682	nan	0.5151814208576556	0.53260850958295	0.4945437900984882	0.3893549426480322	0.4507469921779133	0.553015778035885	nan	0.5151455949916499	0.7498158613882807
GSE247339.2 1051961	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	class	0.3222997514124749	nan	nan	nan	0.6684891996708096	nan	nan	0.7107775261024658	0.7468573025649451	nan	nan	0.6225419674486407	nan	nan	0.7371616072439029	0.77826783303762	nan	nan
GSE247339.2 1051961	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	family	0.3458621494154956	nan	nan	nan	0.9116897093509424	nan	nan	0.940069681543017	0.9465222332357802	nan	nan	0.9036591324013492	nan	nan	0.9557396465217064	0.9740541112400448	nan	nan
GSE247339.2 1051961	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	global	0.282773895434099	nan	nan	nan	0.8726969546263137	nan	nan	0.9078200711591228	0.9174328923432868	nan	nan	0.8638033243223943	nan	nan	0.9301577983039848	0.9591148354154504	nan	nan
GSE247339.2 1051961	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	subclass	0.2432750707184404	nan	nan	nan	0.4565823412864647	nan	nan	0.454739438983256	0.4857563241189465	nan	nan	0.4246850197249244	nan	nan	0.4857224071616242	0.6211003755141182	nan	nan
GSE247339.2 1051962	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	class	0.3641532094159511	nan	nan	nan	0.7377133841739691	nan	nan	0.7580426108370066	0.8076322252590238	nan	nan	0.6711720198473021	nan	nan	0.7880016036619693	0.8163668387500858	nan	nan
GSE247339.2 1051962	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	family	0.4036695497025527	nan	nan	nan	0.9325839927449214	nan	nan	0.9459431158850088	0.9594517075814628	nan	nan	0.9143498445760174	nan	nan	0.9655439829637232	0.9673227349725158	nan	nan
GSE247339.2 1051962	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	global	0.3235578587760017	nan	nan	nan	0.8935807935183636	nan	nan	0.9124533884657486	0.931742145380376	nan	nan	0.8709999240350024	nan	nan	0.941632347508986	0.9448037550151572	nan	nan
GSE247339.2 1051962	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	subclass	0.2686385362388467	nan	nan	nan	0.5994940576097557	nan	nan	0.5619443613842674	0.5935373436509866	nan	nan	0.5165247831856837	nan	nan	0.6081704011700308	0.7141216583148439	nan	nan
GSE247339.2 1051963	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	class	nan	nan	nan	nan	nan	nan	nan	nan	0.8486413113407059	nan	nan	nan	nan	nan	nan	0.8523366924830503	nan	nan
GSE247339.2 1051963	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	family	nan	nan	nan	nan	nan	nan	nan	nan	0.9776485184888613	nan	nan	nan	nan	nan	nan	0.9815003135768512	nan	nan
GSE247339.2 1051963	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	global	nan	nan	nan	nan	nan	nan	nan	nan	0.9625776661870314	nan	nan	nan	nan	nan	nan	0.9691631158635032	nan	nan
GSE247339.2 1051963	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	subclass	nan	nan	nan	nan	nan	nan	nan	nan	0.6973939005011418	nan	nan	nan	nan	nan	nan	0.8004884946136125	nan	nan
GSE247339.2 1051964	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	class	0.3363069911025617	nan	0.5312608219401896	0.8273662892433459	0.7326849973452219	0.7592621467910289	nan	0.7735175983542054	0.8247634696246325	0.776364906908069	0.8094752384011349	0.6725685180237916	0.5842238230662189	0.5977098380734961	0.7891956459845667	0.8271831337415309	0.7541545429714251	0.8360133657692497
GSE247339.2 1051964	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	family	0.3594974955628114	nan	0.5934411043260858	0.9327517326829168	0.9087464559996729	0.923231422799166	nan	0.935552161882242	0.9611066195187998	0.932200479977424	0.9542420560227416	0.8882532584680126	0.8090542814652155	0.770103002835113	0.9474820317830784	0.9654625400476426	0.9109205847212566	0.919207973009278
GSE247339.2 1051964	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	global	0.2695197818577362	nan	0.510342705642525	0.8929579712735252	0.8609788160248261	0.8800176371009824	nan	0.8971987945954004	0.9345651390599424	0.9010688286320926	0.9243736580925612	0.8358133819664868	0.7682045713074718	0.6986168915412018	0.9161454829833376	0.9423997678522712	0.8846552960334113	0.9189873032262228
GSE247339.2 1051964	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	subclass	0.2679072675135638	nan	0.3825919199540689	0.7472693177243909	0.559323891064394	0.603610301075751	nan	0.5298804455643803	0.5582501612655503	0.5316932863938681	0.5504894950021353	0.4985880572352731	0.4324697152785295	0.4508193970136303	0.5662457963829218	0.6992063097724348	0.5224858205077697	0.7561828878195428
GSE247339.2 1051965	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	sham	class	0.440822968734151	nan	nan	nan	0.8440236845002885	nan	nan	0.8622959752688805	nan	nan	nan	0.8360588147234592	nan	nan	0.8682933164811091	nan	nan	nan
GSE247339.2 1051965	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	sham	family	0.5412180053991972	nan	nan	nan	0.9736853076568514	nan	nan	0.9841284649265756	nan	nan	nan	0.9799221853093164	nan	nan	0.9888403272903904	nan	nan	nan
GSE247339.2 1051965	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	sham	global	0.4980901578153182	nan	nan	nan	0.95720764063058	nan	nan	0.972622414220984	nan	nan	nan	0.9665302034065892	nan	nan	0.9819856700444148	nan	nan	nan
GSE247339.2 1051965	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	sham	subclass	0.4004459496024424	nan	nan	nan	0.7923066953192753	nan	nan	0.7180232065200133	nan	nan	nan	0.703948138055146	nan	nan	0.8158418935849525	nan	nan	nan
GSE247339.2 1051966	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	class	0.4920284350204547	nan	nan	nan	0.7865953963564862	nan	nan	0.7933381998011022	0.8267190304105503	nan	nan	0.7288911490556023	nan	nan	0.8165646438809382	0.8378044308791435	nan	nan
GSE247339.2 1051966	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	family	0.5530896831524221	nan	nan	nan	0.949659717109113	nan	nan	0.9508439918360364	0.9716279573757886	nan	nan	0.9210719048450856	nan	nan	0.9713961988251716	0.9787343923901962	nan	nan
GSE247339.2 1051966	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	global	0.4585221024604244	nan	nan	nan	0.914444246633962	nan	nan	0.9171015549928332	0.9502444982453008	nan	nan	0.8738566936815204	nan	nan	0.9505259043407152	0.9645189630322768	nan	nan
GSE247339.2 1051966	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	subclass	0.4328870193099183	nan	nan	nan	0.7129786626191242	nan	nan	0.6680758439267069	0.6861360733226173	nan	nan	0.635755186386925	nan	nan	0.7327953031106685	0.7815134095455639	nan	nan
GSE247339.2 1051967	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	class	nan	nan	0.6563469937073353	nan	nan	0.8425346349125445	nan	nan	0.8497494004712055	0.8383127169787169	nan	nan	0.7799170233711918	nan	nan	0.8529920337659082	0.8304993970404003	nan
GSE247339.2 1051967	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	family	nan	nan	0.7808111197778027	nan	nan	0.9761967856272178	nan	nan	0.9762623343568126	0.975079965307762	nan	nan	0.941127902324806	nan	nan	0.9830635260232388	0.9657281711671464	nan
GSE247339.2 1051967	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	global	nan	nan	0.7273836537915116	nan	nan	0.9591317221419648	nan	nan	0.9604581925988837	0.9621999817855764	nan	nan	0.9174670558333244	nan	nan	0.9721451013298524	0.953721327598272	nan
GSE247339.2 1051967	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	subclass	nan	nan	0.6486716165916272	nan	nan	0.7860473689690018	nan	nan	0.7167559759211424	0.7071536749669333	nan	nan	0.675728446897439	nan	nan	0.8011906626388052	0.7546076037270898	nan
GSE247339.2 1051968	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	sham	class	0.3588905628668447	nan	0.5490318254241225	nan	0.8176356573668238	0.8305983717408739	nan	0.8363620248528398	nan	0.8314715813928935	nan	0.7702360630344911	0.6913424620333015	nan	0.853942984209664	nan	0.8105032850686105	nan
GSE247339.2 1051968	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	sham	family	0.4039894253383366	nan	0.6176814824579274	nan	0.938392141143794	0.9494686123000096	nan	0.9497195636747346	nan	0.9475539742649378	nan	0.9111571871196956	0.8465571055037048	nan	0.9613972696660136	nan	0.9254734741867672	nan
GSE247339.2 1051968	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	sham	global	0.3164035757289744	nan	0.5367436848924951	nan	0.900238769092117	0.915991287093054	nan	0.9175473650367056	nan	0.922908399751416	nan	0.8656271345095733	0.8062419327256088	nan	0.935845539448969	nan	0.9049973633027028	nan
GSE247339.2 1051968	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	sham	subclass	0.2960691020785956	nan	0.4360071369293378	nan	0.6671156317569895	0.7124780281791093	nan	0.6209170357985185	nan	0.6099411056329834	nan	0.5922379143302117	0.5297333934820533	nan	0.6798369189778785	nan	0.611895693896911	nan
GSE247339.2 1051969	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	class	0.3292673100261176	nan	nan	nan	0.6829081620986043	nan	nan	0.7121873570829511	nan	nan	nan	0.6061031685482254	nan	nan	0.7570215629141961	nan	nan	nan
GSE247339.2 1051969	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	family	0.3702322679638826	nan	nan	nan	0.92219073768778	nan	nan	0.9407131794988725	nan	nan	nan	0.9127922476585756	nan	nan	0.9708425428808684	nan	nan	nan
GSE247339.2 1051969	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	global	0.3374073399080255	nan	nan	nan	0.8983681058005047	nan	nan	0.9189996328493784	nan	nan	nan	0.8881688347343886	nan	nan	0.955729964835864	nan	nan	nan
GSE247339.2 1051969	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	subclass	0.2674710559611622	nan	nan	nan	0.5968798835473135	nan	nan	0.5665878412936747	nan	nan	nan	0.5095213982856186	nan	nan	0.6413888398845048	nan	nan	nan
GSE247339.2 1051970	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	class	nan	nan	0.6666678566113315	nan	nan	0.8213740938192897	nan	nan	nan	0.813654527237724	0.8064056570915815	nan	0.676382224340465	0.6653884643089052	nan	nan	0.8083041241487241	0.8849968022697497
GSE247339.2 1051970	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	family	nan	nan	0.7269051049173418	nan	nan	0.9728064382978482	nan	nan	nan	0.9670977706997804	0.9582270448959804	nan	0.8803652725223137	0.8406580701147731	nan	nan	0.959553341758442	0.9756227885137976
GSE247339.2 1051970	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	global	nan	nan	0.6574532719800317	nan	nan	0.9534382495975576	nan	nan	nan	0.9511559114579456	0.929975968203884	nan	0.8536214594579787	0.7819314687566633	nan	nan	0.9494745176650844	0.9659254345675488
GSE247339.2 1051970	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	subclass	nan	nan	0.5924152114383425	nan	nan	0.7321937849933386	nan	nan	nan	0.666336081024599	0.6681664539681353	nan	0.5736580594101397	0.5491583587785281	nan	nan	0.6899354941089587	0.8638216077554978
GSE247339.2 1051971	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	class	0.4409688834406792	nan	0.5718572764373082	nan	0.841759439930872	0.8483937699829117	nan	0.8574012044700894	nan	0.8523815227719191	nan	0.7990141570710736	0.7290192712495507	nan	0.8748049332785083	0.8886025485619852	0.844540261903639	nan
GSE247339.2 1051971	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	family	0.5419473345742505	nan	0.6844495960778927	nan	0.949885306289706	0.955063647766433	nan	0.9502599571803554	nan	0.9460869063899826	nan	0.9344604734608536	0.8685303243092022	nan	0.963958482178834	0.9760716885914204	0.932980847217259	nan
GSE247339.2 1051971	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	global	0.4516229461071213	nan	0.6016368834641023	nan	0.9154531035921664	0.923396518311466	nan	0.916077694406928	nan	0.9178649567683996	nan	0.8936841828623421	0.8314245359888904	nan	0.937515454596349	0.9566618491249405	0.908719165876282	nan
GSE247339.2 1051971	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	subclass	0.3335653563928255	nan	0.4532065129738505	nan	0.7896486250500379	0.8058735346804826	nan	0.6810499507854701	nan	0.6678300088358852	nan	0.6534622856841775	0.5916694233710816	nan	0.8036144055156045	0.8697694463767595	0.7420474007139786	nan
GSE247339.2 1051972	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	class	0.4850457214453488	nan	0.6317393898491855	nan	nan	0.8100665628668546	nan	0.8064077990929791	nan	0.8057823123380962	nan	nan	0.7056190238604091	nan	nan	nan	0.7898619749303893	nan
GSE247339.2 1051972	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	family	0.5542199819104412	nan	0.7320003800234347	nan	nan	0.9572567407704023	nan	0.9563081017122108	nan	0.9529774885758532	nan	nan	0.8940041702109754	nan	nan	nan	0.9345029353888537	nan
GSE247339.2 1051972	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	global	0.459552851036564	nan	0.6489034222382346	nan	nan	0.927042496287441	nan	0.925567131437501	nan	0.9301913234460292	nan	nan	0.860089585379253	nan	nan	nan	0.915278422683304	nan
GSE247339.2 1051972	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	subclass	0.4091888638866391	nan	0.5532865053893452	nan	nan	0.7516225200875395	nan	0.650912979213622	nan	0.6415745236137986	nan	nan	0.5865132053512317	nan	nan	nan	0.6717845284717185	nan
GSE247339.2 1051973	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	class	0.4534481468246417	nan	0.6175443088636763	0.79463964074947	0.7369357547687206	0.7460526542778193	nan	0.7446102000137934	0.7879157257923288	0.7447403091269181	0.7802154054088948	0.6658080466187875	0.6168974376048102	0.6149715739719424	0.7664392439632939	0.7998538265764483	0.7244027132733235	0.8075776134980753
GSE247339.2 1051973	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	family	0.5065978792635237	nan	0.7058334262210013	0.9004819308396014	0.9384045101545287	0.9470178253348774	nan	0.9474681549547505	0.961315477575346	0.9429180928194596	0.9577554190916616	0.9159746363165254	0.8716965586399762	0.8291010646850573	0.9625842765113556	0.9717233788787788	0.9225675919238598	0.9586570690110912
GSE247339.2 1051973	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	global	0.4373459798220063	nan	0.6426084969758853	0.8562279936791403	0.9038659770077824	0.9154619787282544	nan	0.915636169297438	0.9356718291045047	0.9148704728470372	0.9307595043600648	0.8753249329356327	0.8380651702822983	0.7742472772851915	0.9393389729079672	0.951672721852179	0.9012788466177124	0.9500256935661856
GSE247339.2 1051973	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	subclass	0.3803561375262493	nan	0.5209548373575011	0.8006288346973107	0.626152296973618	0.6513958311741423	nan	0.5800114785531731	0.5973502073861539	0.5714496731822585	0.5970805361416468	0.5447855506382498	0.5041898978629324	0.4715878233029286	0.6449051623017592	0.7294796613885837	0.5860161132567762	0.7414240982394364
GSE247339.2 1051974	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	class	0.4858338920127895	0.7520917887695914	nan	nan	0.8157316832182374	nan	nan	0.844585888810153	0.8491783826701736	nan	nan	0.7703712642005323	nan	nan	0.8612912141591249	0.8633395854095831	nan	nan
GSE247339.2 1051974	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	family	0.572265228228871	0.8834584934191047	nan	nan	0.9440335416842384	nan	nan	0.9565179876045292	0.9668830356237232	nan	nan	0.9372330564264942	nan	nan	0.9748685603015894	0.9806761283414736	nan	nan
GSE247339.2 1051974	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	global	0.5051815262556556	0.8362562124237624	nan	nan	0.9111784664993956	nan	nan	0.9284694183346124	0.9436374497671002	nan	nan	0.9023496959126815	nan	nan	0.9563982620949052	0.9656459774092516	nan	nan
GSE247339.2 1051974	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	subclass	0.3523501867892658	0.761866603071091	nan	nan	0.7322424067061661	nan	nan	0.6562497402794746	0.6573372435359389	nan	nan	0.6186307588162737	nan	nan	0.7602549145672549	0.8381073427532363	nan	nan
GSE247339.2 1051975	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	class	0.4079540330060616	nan	0.5479202890134549	0.7783889282150003	0.8034067886904956	0.8428993142647766	nan	0.8527519755564811	nan	0.8526803726210848	0.8465416208642698	0.8155220049536823	0.751776795723566	0.7020439015976667	0.8593345915778275	nan	0.8415203537311631	0.8707464218308809
GSE247339.2 1051975	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	family	0.4749158419438842	nan	0.6488150499627621	0.9053059593550916	0.9443288062095818	0.9742997485422336	nan	0.979126880221383	nan	0.9767743201064524	0.968618700838843	0.9645155876888514	0.912240290404894	0.8347657605394966	0.9885602934676688	nan	0.96879471304191	0.9869704728260044
GSE247339.2 1051975	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	global	0.4440226967673888	nan	0.6187975312590296	0.8810338470507515	0.923974896474604	0.9600762557035868	nan	0.9668257411268908	nan	0.9674231912107314	0.95284381208565	0.948725367726318	0.8965010477465174	0.8073879649017404	0.982159962591099	nan	0.96107734609612	0.9795104428302644
GSE247339.2 1051975	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	subclass	0.3642827595337122	nan	0.5000449860155037	0.8003424254154876	0.7231060875446905	0.7913025331448761	nan	0.7187450101673168	nan	0.7146237510150149	0.7174854415193899	0.701044842744341	0.6449326253413205	0.5881761871541741	0.7811249501816165	nan	0.7461726725335983	0.8148356503169594
GSE247339.2 1051976	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	class	nan	nan	0.6651163256163303	nan	nan	0.78911397129706	nan	nan	nan	0.7900515508384593	nan	nan	0.6902544902555484	nan	nan	nan	0.7793910815618434	nan
GSE247339.2 1051976	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	family	nan	nan	0.749998214906822	nan	nan	0.958941159972372	nan	nan	nan	0.9585972496145868	nan	nan	0.9001246744649187	nan	nan	nan	0.9440983099234812	nan
GSE247339.2 1051976	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	global	nan	nan	0.6681745205293553	nan	nan	0.9291147875361708	nan	nan	nan	0.9350079254605252	nan	nan	0.8654849694119071	nan	nan	nan	0.9260737307102244	nan
GSE247339.2 1051976	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	subclass	nan	nan	0.5948990133021899	nan	nan	0.7184347305331854	nan	nan	nan	0.6325219643708128	nan	nan	0.5697262677221981	nan	nan	nan	0.6617807564254311	nan
GSE247339.2 1051977	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	class	nan	nan	0.598582219245669	nan	nan	0.7902834846870033	nan	nan	nan	0.7894832079765164	nan	nan	0.6418669634029975	nan	nan	nan	0.7807672293735151	nan
GSE247339.2 1051977	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	family	nan	nan	0.6805161704572569	nan	nan	0.9451663842377094	nan	nan	nan	0.9275076706411108	nan	nan	0.8378949689454266	nan	nan	nan	0.916642124054772	nan
GSE247339.2 1051977	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	global	nan	nan	0.6079990902820867	nan	nan	0.9116292349446729	nan	nan	nan	0.8944220754221177	nan	nan	0.7974415469419253	nan	nan	nan	0.8913237716411602	nan
GSE247339.2 1051977	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	TBI	subclass	nan	nan	0.500609886737361	nan	nan	0.6853385872662185	nan	nan	nan	0.6504577928019944	nan	nan	0.5571826071286637	nan	nan	nan	0.6580945830761756	nan
GSE247339.2 1051978	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GSE247339.2 1051978	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GSE247339.2 1051978	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	global	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GSE247339.2 1051978	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GSE247339.2 1051979	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	class	nan	nan	nan	nan	nan	0.8356476436425023	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.8239283598901866	nan
GSE247339.2 1051979	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	family	nan	nan	nan	nan	nan	0.9773326927369868	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.965663045079157	nan
GSE247339.2 1051979	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	global	nan	nan	nan	nan	nan	0.96102077431265	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.9542674355228984	nan
GSE247339.2 1051979	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	T4	subclass	nan	nan	nan	nan	nan	0.7749864670506195	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.7311548670185467	nan
GSE247339.2 1051980	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	sham	class	0.4373685510217234	nan	0.6252402307604925	nan	0.7621479353808607	0.7871932054475009	nan	0.7930602055416791	nan	0.791876748533026	nan	0.7104232050007673	0.6168383340792019	nan	0.8042509120198138	nan	0.7835461737039011	nan
GSE247339.2 1051980	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	sham	family	0.4634753135887084	nan	0.6798412612238621	nan	0.9424295316562687	0.9604690340481952	nan	0.9637191302842608	nan	0.9586570721270627	nan	0.9239817433062976	0.8421628463544625	nan	0.9707047743299068	nan	0.9479765052940784	nan
GSE247339.2 1051980	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	sham	global	0.4071274203119335	nan	0.6275029672768563	nan	0.9129425186713483	0.936774020122222	nan	0.9415767330127668	nan	0.9382049282869088	nan	0.8907921841400619	0.8134254055899972	nan	0.9527553174051412	nan	0.9351955437818782	nan
GSE247339.2 1051980	GSE247339.2	male	10 weeks	None	C57BL/6J (B6)	sham	subclass	0.3135549847726374	nan	0.4602399290212644	nan	0.5713574357594772	0.612730970261518	nan	0.5482800083473319	nan	0.5466331329132086	nan	0.5114534818372104	0.4391136040249918	nan	0.5767614588437057	nan	0.5417583615933352	nan
